MAE,RMSE,WAPE,sMAPE,dataset,fold,model,WAPE_CI_low,WAPE_CI_high,flows,rows,step_minutes,lookback_steps,horizon_steps,train_windows,val_windows,test_windows,constant_flows,ensemble_weights,train_summary
16879.396484375,80186.9375,14.142483711242676,28.295677185058594,CERNET,3,Persistence,10.77785945409368,19.16132796953078,196,2880,5,72,12,36456,4704,4704,43,{},{}
22053.703125,80041.7421875,18.477802276611328,45.34939193725586,CERNET,3,Seasonal naive,16.351544905426067,21.574259907524905,196,2880,5,72,12,36456,4704,4704,43,{},{}
16936.109375,78211.09375,14.190000534057617,42.77059555053711,CERNET,3,PatchTST-Small,10.947521422635512,18.974397463599413,196,2880,5,72,12,36456,4704,4704,43,{},"{""best_val_huber"": 0.12659142911434174, ""epochs_run"": 2.0, ""final_train_huber"": 0.10035561420316101}"
17557.470703125,75654.609375,14.710612297058105,43.95690155029297,CERNET,3,N-BEATS-Small,11.960964164875987,18.021644119026302,196,2880,5,72,12,36456,4704,4704,43,{},"{""best_val_huber"": 0.11669330298900604, ""epochs_run"": 2.0, ""final_train_huber"": 0.08885428413752011}"
16675.609375,72679.71875,13.971739768981934,43.106178283691406,CERNET,3,TimesNet-Small,11.05431753099164,17.28058860141603,196,2880,5,72,12,36456,4704,4704,43,{},"{""best_val_huber"": 0.1315487027168274, ""epochs_run"": 2.0, ""final_train_huber"": 0.10252282826366041}"
17282.212890625,75191.796875,14.479986190795898,42.95332336425781,CERNET,3,N-HiTS-Small,11.962170820549366,18.431447541110387,196,2880,5,72,12,36456,4704,4704,43,{},"{""best_val_huber"": 0.11730998754501343, ""epochs_run"": 2.0, ""final_train_huber"": 0.08989321383234176}"
15894.05859375,65003.453125,13.316914558410645,41.51850128173828,CERNET,3,All-flow WRTCN,11.219881206540245,16.368282115097607,196,2880,5,72,12,36456,4704,4704,43,{},"{""best_val_huber"": 0.11051949858665466, ""epochs_run"": 2.0, ""final_train_huber"": 0.08741687605922253}"
17804.751953125,75106.0859375,14.917798042297363,46.40427780151367,CERNET,3,GraphAttention-Small,12.143174874120305,19.06135098469467,196,2880,5,72,12,36456,4704,4704,43,{},"{""best_val_huber"": 0.1365853101015091, ""epochs_run"": 2.0, ""final_train_huber"": 0.1104378951813585}"
15894.05859375,65003.453125,13.316914558410645,41.51850128173828,CERNET,3,SCALE-TM neural ensemble,11.248590677125827,16.331305563561294,196,2880,5,72,12,36456,4704,4704,43,"{""All-flow WRTCN"": 1.0}",{}
16172.4580078125,72643.421875,13.550172805786133,41.751976013183594,CERNET,3,SCALE-TM no-WRTCN ensemble,10.725738124069109,17.24352162253424,196,2880,5,72,12,36456,4704,4704,43,"{""Damped persistence"": 0.4000000059604645, ""N-BEATS-Small"": 0.10000000149011612, ""N-HiTS-Small"": 0.5}",{}
17212.9140625,77228.0703125,14.421923637390137,42.02186584472656,CERNET,3,Uniform candidate ensemble,11.592967036722564,19.020593556542156,196,2880,5,72,12,36456,4704,4704,43,"{""All-flow WRTCN"": 0.1, ""DLinear"": 0.1, ""Damped persistence"": 0.1, ""GraphAttention-Small"": 0.1, ""N-BEATS-Small"": 0.1, ""N-HiTS-Small"": 0.1, ""NLinear"": 0.1, ""PatchLinear"": 0.1, ""PatchTST-Small"": 0.1, ""TimesNet-Small"": 0.1}",{}
31108.66796875,553673.1875,125.67660522460938,58.92626190185547,GEANT,1,NLinear,27.105174160941253,311.925946283073,529,2880,15,24,4,225354,37559,38088,16,{},{}
30530.412109375,541996.375,123.34049987792969,78.19043731689453,GEANT,1,DLinear,33.566866249652186,326.3888092449311,529,2880,15,24,4,225354,37559,38088,16,{},{}
30527.818359375,541980.4375,123.33001708984375,78.24369049072266,GEANT,1,PatchLinear,33.322064955472094,336.7210377301313,529,2880,15,24,4,225354,37559,38088,16,{},{}
46371.23828125,848903.3125,187.33621215820312,53.238243103027344,GEANT,1,Damped persistence,13.945016356796321,715.9054791015284,529,2880,15,24,4,225354,37559,38088,16,{},{}
53660.9296875,978931.125,216.78598022460938,53.71387481689453,GEANT,1,Persistence,14.13223297112728,685.5917023149818,529,2880,15,24,4,225354,37559,38088,16,{},{}
25500.357421875,620988.875,103.01946258544922,72.39810180664062,GEANT,1,Seasonal naive,32.415423041607994,218.160203814245,529,2880,15,24,4,225354,37559,38088,16,{},{}
54417.57421875,975117.625,219.8427734375,72.97400665283203,GEANT,1,PatchTST-Small,19.28538982517794,855.8705276165725,529,2880,15,24,4,225354,37559,38088,16,{},"{""best_val_huber"": 0.36776092648506165, ""epochs_run"": 2.0, ""final_train_huber"": 0.1321637441349207}"
19718.205078125,454981.03125,79.66001892089844,73.08667755126953,GEANT,1,N-BEATS-Small,32.89087194766083,111.04887351608446,529,2880,15,24,4,225354,37559,38088,16,{},"{""best_val_huber"": 0.400922030210495, ""epochs_run"": 2.0, ""final_train_huber"": 0.12879947612666845}"
52830.51171875,963269.625,213.43116760253906,74.71512603759766,GEANT,1,TimesNet-Small,14.487659213633474,829.9283243151655,529,2880,15,24,4,225354,37559,38088,16,{},"{""best_val_huber"": 0.3626786768436432, ""epochs_run"": 2.0, ""final_train_huber"": 0.1335460311776274}"
19846.505859375,464623.28125,80.1783447265625,70.98139190673828,GEANT,1,N-HiTS-Small,19.114368162774856,129.138459273551,529,2880,15,24,4,225354,37559,38088,16,{},"{""best_val_huber"": 0.38766273856163025, ""epochs_run"": 2.0, ""final_train_huber"": 0.12897887007114164}"
53378.33203125,967781.25,215.64431762695312,70.29551696777344,GEANT,1,All-flow WRTCN,16.091036724975524,814.4624912228012,529,2880,15,24,4,225354,37559,38088,16,{},"{""best_val_huber"": 0.35707759857177734, ""epochs_run"": 2.0, ""final_train_huber"": 0.12869548829796268}"
54129.5859375,978661.625,218.67933654785156,83.91143798828125,GEANT,1,GraphAttention-Small,17.396849369858742,594.5849933391818,529,2880,15,24,4,225354,37559,38088,16,{},"{""best_val_huber"": 0.40666094422340393, ""epochs_run"": 2.0, ""final_train_huber"": 0.16344649019375654}"
